Year,Use of Funds,Expenditure by Provincial/Territorial Government,Expenditure by Public Government,Total Expenditure,"Critical Illness rate (per 10,000 population)",Life Expectancy,Province_British Columbia,Province_Manitoba,Province_New Brunswick,Province_Newfoundland and Labrador,Province_Northwest Territories,Province_Nova Scotia,Province_Nunavut,Province_Ontario,Province_Prince Edward Island,Province_Quebec,Province_Saskatchewan,Province_Yukon
2003,Administration,190455634,290898824,481354458,442.5,80.42,1,0,0,0,0,0,0,0,0,0,0,0
2004,Administration,195291319,300013743,495305062,452.6,80.63,1,0,0,0,0,0,0,0,0,0,0,0
2005,Administration,234130051,368875456,603005507,465.1,80.76,1,0,0,0,0,0,0,0,0,0,0,0
2006,Administration,239609186,377941456,617550642,473.7,80.92,1,0,0,0,0,0,0,0,0,0,0,0
2007,Administration,222085702,377913030,599998733,498.4,81.07,1,0,0,0,0,0,0,0,0,0,0,0
2008,Administration,190192166,337480995,527673161,493.6,81.23,1,0,0,0,0,0,0,0,0,0,0,0
2009,Administration,166952983,324433141,491386124,505.5,81.49,1,0,0,0,0,0,0,0,0,0,0,0
2010,Administration,145915816,301016377,446932193,503.3,81.82,1,0,0,0,0,0,0,0,0,0,0,0
2011,Administration,177868092,338601320,516469412,516.1,82.15,1,0,0,0,0,0,0,0,0,0,0,0
2012,Administration,176092674,347727465,523820139,522.5,82.36,1,0,0,0,0,0,0,0,0,0,0,0
2013,Administration,180468373,360099562,540567935,524.6,82.47,1,0,0,0,0,0,0,0,0,0,0,0
2014,Administration,204448482,388266938,592715420,518.4,82.59,1,0,0,0,0,0,0,0,0,0,0,0
2015,Administration,217302499,404131594,621434093,528.2,82.61,1,0,0,0,0,0,0,0,0,0,0,0
2016,Administration,228590521,418374325,646964845,527.3,82.54,1,0,0,0,0,0,0,0,0,0,0,0
2017,Administration,246986911,455672914,702659825,518.7,82.34,1,0,0,0,0,0,0,0,0,0,0,0
2018,Administration,246249683,463986615,710236298,541.9,82.21,1,0,0,0,0,0,0,0,0,0,0,0
2019,Administration,250428480,446372610,696801090,554.0,82.36,1,0,0,0,0,0,0,0,0,0,0,0
2020,Administration,260941244,496539470,757480714,514.4,82.39,1,0,0,0,0,0,0,0,0,0,0,0
2021,Administration,284324497,542699756,827024253,548.2,82.43,1,0,0,0,0,0,0,0,0,0,0,0
2022,Administration,348760423,624119725,972880148,556.4,82.46,1,0,0,0,0,0,0,0,0,0,0,0
2023,Administration,389721118,674426567,1064147685,564.5,82.54,1,0,0,0,0,0,0,0,0,0,0,0
2003,Other Health Spending: Net of HCC,651916100,840722406,1492638507,442.5,80.42,1,0,0,0,0,0,0,0,0,0,0,0
2004,Other Health Spending: Net of HCC,732047495,939849986,1671897481,452.6,80.63,1,0,0,0,0,0,0,0,0,0,0,0
2005,Other Health Spending: Net of HCC,887967050,1088553897,1976520947,465.1,80.76,1,0,0,0,0,0,0,0,0,0,0,0
2006,Other Health Spending: Net of HCC,1043048163,1245025445,2288073608,473.7,80.92,1,0,0,0,0,0,0,0,0,0,0,0
2007,Other Health Spending: Net of HCC,1273852408,1493109371,2766961779,498.4,81.07,1,0,0,0,0,0,0,0,0,0,0,0
2008,Other Health Spending: Net of HCC,1392856057,1663657136,3056513193,493.6,81.23,1,0,0,0,0,0,0,0,0,0,0,0
2009,Other Health Spending: Net of HCC,1451802175,1775323204,3227125379,505.5,81.49,1,0,0,0,0,0,0,0,0,0,0,0
2010,Other Health Spending: Net of HCC,1353859349,1681208970,3035068319,503.3,81.82,1,0,0,0,0,0,0,0,0,0,0,0
2011,Other Health Spending: Net of HCC,1356676670,1680643187,3037319857,516.1,82.15,1,0,0,0,0,0,0,0,0,0,0,0
2012,Other Health Spending: Net of HCC,1642966922,2031386616,3674353538,522.5,82.36,1,0,0,0,0,0,0,0,0,0,0,0
2013,Other Health Spending: Net of HCC,402566584,2150274512,2552841096,524.6,82.47,1,0,0,0,0,0,0,0,0,0,0,0
2014,Other Health Spending: Net of HCC,491055001,2311593534,2802648535,518.4,82.59,1,0,0,0,0,0,0,0,0,0,0,0
2015,Other Health Spending: Net of HCC,429765162,2288944952,2718710114,528.2,82.61,1,0,0,0,0,0,0,0,0,0,0,0
2016,Other Health Spending: Net of HCC,430771029,2384283758,2815054787,527.3,82.54,1,0,0,0,0,0,0,0,0,0,0,0
2017,Other Health Spending: Net of HCC,500624363,2564379203,3065003567,518.7,82.34,1,0,0,0,0,0,0,0,0,0,0,0
2018,Other Health Spending: Net of HCC,522662551,2704325813,3226988364,541.9,82.21,1,0,0,0,0,0,0,0,0,0,0,0
2019,Other Health Spending: Net of HCC,513266614,2927703050,3440969663,554.0,82.36,1,0,0,0,0,0,0,0,0,0,0,0
2020,Other Health Spending: Net of HCC,437800342,3127531276,3565331619,514.4,82.39,1,0,0,0,0,0,0,0,0,0,0,0
2021,Other Health Spending: Net of HCC,692839784,3565613541,4258453325,548.2,82.43,1,0,0,0,0,0,0,0,0,0,0,0
2022,Other Health Spending: Net of HCC,898431059,4024597760,4923028819,556.4,82.46,1,0,0,0,0,0,0,0,0,0,0,0
2023,Other Health Spending: Net of HCC,964057337,4253137164,5217194501,564.5,82.54,1,0,0,0,0,0,0,0,0,0,0,0
2003,COVID-19 Response Funding,,,0,442.5,80.42,1,0,0,0,0,0,0,0,0,0,0,0
2004,COVID-19 Response Funding,,,0,452.6,80.63,1,0,0,0,0,0,0,0,0,0,0,0
2005,COVID-19 Response Funding,,,0,465.1,80.76,1,0,0,0,0,0,0,0,0,0,0,0
2006,COVID-19 Response Funding,,,0,473.7,80.92,1,0,0,0,0,0,0,0,0,0,0,0
2007,COVID-19 Response Funding,,,0,498.4,81.07,1,0,0,0,0,0,0,0,0,0,0,0
2008,COVID-19 Response Funding,,,0,493.6,81.23,1,0,0,0,0,0,0,0,0,0,0,0
2009,COVID-19 Response Funding,,,0,505.5,81.49,1,0,0,0,0,0,0,0,0,0,0,0
2010,COVID-19 Response Funding,,,0,503.3,81.82,1,0,0,0,0,0,0,0,0,0,0,0
2011,COVID-19 Response Funding,,,0,516.1,82.15,1,0,0,0,0,0,0,0,0,0,0,0
2012,COVID-19 Response Funding,,,0,522.5,82.36,1,0,0,0,0,0,0,0,0,0,0,0
2013,COVID-19 Response Funding,,,0,524.6,82.47,1,0,0,0,0,0,0,0,0,0,0,0
2014,COVID-19 Response Funding,,,0,518.4,82.59,1,0,0,0,0,0,0,0,0,0,0,0
2015,COVID-19 Response Funding,,,0,528.2,82.61,1,0,0,0,0,0,0,0,0,0,0,0
2016,COVID-19 Response Funding,,,0,527.3,82.54,1,0,0,0,0,0,0,0,0,0,0,0
2017,COVID-19 Response Funding,,,0,518.7,82.34,1,0,0,0,0,0,0,0,0,0,0,0
2018,COVID-19 Response Funding,,,0,541.9,82.21,1,0,0,0,0,0,0,0,0,0,0,0
2019,COVID-19 Response Funding,,,0,554.0,82.36,1,0,0,0,0,0,0,0,0,0,0,0
2020,COVID-19 Response Funding,1777527020,3653818274,5431345294,514.4,82.39,1,0,0,0,0,0,0,0,0,0,0,0
2021,COVID-19 Response Funding,2244533359,3952513833,6197047192,548.2,82.43,1,0,0,0,0,0,0,0,0,0,0,0
2022,COVID-19 Response Funding,550716416,920341629,1471058045,556.4,82.46,1,0,0,0,0,0,0,0,0,0,0,0
2023,COVID-19 Response Funding,,,0,564.5,82.54,1,0,0,0,0,0,0,0,0,0,0,0
2003,Total,11185535379,11929804415,23115339794,442.5,80.42,1,0,0,0,0,0,0,0,0,0,0,0
2004,Total,11434464451,12230353184,23664817635,452.6,80.63,1,0,0,0,0,0,0,0,0,0,0,0
2005,Total,12168892010,13000388375,25169280385,465.1,80.76,1,0,0,0,0,0,0,0,0,0,0,0
2006,Total,12690003750,13544970547,26234974297,473.7,80.92,1,0,0,0,0,0,0,0,0,0,0,0
2007,Total,13640223774,14583271858,28223495632,498.4,81.07,1,0,0,0,0,0,0,0,0,0,0,0
2008,Total,14531165380,15604696359,30135861739,493.6,81.23,1,0,0,0,0,0,0,0,0,0,0,0
2009,Total,15166477096,16326461889,31492938985,505.5,81.49,1,0,0,0,0,0,0,0,0,0,0,0
2010,Total,15915530311,17099280145,33014810455,503.3,81.82,1,0,0,0,0,0,0,0,0,0,0,0
2011,Total,16494119271,17701524560,34195643831,516.1,82.15,1,0,0,0,0,0,0,0,0,0,0,0
2012,Total,17574066565,18886997920,36461064485,522.5,82.36,1,0,0,0,0,0,0,0,0,0,0,0
2013,Total,17961382771,19316438492,37277821263,524.6,82.47,1,0,0,0,0,0,0,0,0,0,0,0
2014,Total,18581909476,19969396478,38551305953,518.4,82.59,1,0,0,0,0,0,0,0,0,0,0,0
2015,Total,19276431005,20682310607,39958741612,528.2,82.61,1,0,0,0,0,0,0,0,0,0,0,0
2016,Total,20103711340,21609072989,41712784329,527.3,82.54,1,0,0,0,0,0,0,0,0,0,0,0
2017,Total,20819961531,22414646259,43234607790,518.7,82.34,1,0,0,0,0,0,0,0,0,0,0,0
2018,Total,21721334221,23366599013,45087933233,541.9,82.21,1,0,0,0,0,0,0,0,0,0,0,0
2019,Total,23072716531,24775545100,47848261631,554.0,82.36,1,0,0,0,0,0,0,0,0,0,0,0
2020,Total,25871100677,29548369459,55419470136,514.4,82.39,1,0,0,0,0,0,0,0,0,0,0,0
2021,Total,28506211440,32098468668,60604680108,548.2,82.43,1,0,0,0,0,0,0,0,0,0,0,0
2022,Total,30396576258,32766531026,63163107284,556.4,82.46,1,0,0,0,0,0,0,0,0,0,0,0
2023,Total,32469894379,34537950920,67007845299,564.5,82.54,1,0,0,0,0,0,0,0,0,0,0,0
2003,Hospitals,32100812,32693160,64793972,325.7,76.89,0,0,0,0,0,0,0,0,0,0,0,1
2004,Hospitals,34271868,34758223,69030091,330.8,77.07,0,0,0,0,0,0,0,0,0,0,0,1
2005,Hospitals,37621940,38277818,75899758,344.8,77.46,0,0,0,0,0,0,0,0,0,0,0,1
2006,Hospitals,45870658,47131890,93002547,294.4,76.95,0,0,0,0,0,0,0,0,0,0,0,1
2007,Hospitals,46497730,47410333,93908063,337.9,76.76,0,0,0,0,0,0,0,0,0,0,0,1
2008,Hospitals,48688446,49547885,98236331,287.1,76.76,0,0,0,0,0,0,0,0,0,0,0,1
2009,Hospitals,53276787,54031141,107307928,429.8,76.86,0,0,0,0,0,0,0,0,0,0,0,1
2010,Hospitals,65857000,66655875,132512875,419.1,77.25,0,0,0,0,0,0,0,0,0,0,0,1
2011,Hospitals,68825823,69765558,138591381,424.1,77.99,0,0,0,0,0,0,0,0,0,0,0,1
2012,Hospitals,72410686,73382969,145793655,387.3,78.46,0,0,0,0,0,0,0,0,0,0,0,1
2013,Hospitals,82522192,83433106,165955298,384.0,78.61,0,0,0,0,0,0,0,0,0,0,0,1
2014,Hospitals,87469563,88281881,175751443,364.0,78.53,0,0,0,0,0,0,0,0,0,0,0,1
2015,Hospitals,92668020,93506205,186174226,451.3,78.56,0,0,0,0,0,0,0,0,0,0,0,1
2016,Hospitals,97186323,98032093,195218416,441.0,78.68,0,0,0,0,0,0,0,0,0,0,0,1
2017,Hospitals,101466258,102337152,203803410,417.4,78.76,0,0,0,0,0,0,0,0,0,0,0,1
2018,Hospitals,103945985,104830177,208776162,457.9,78.8,0,0,0,0,0,0,0,0,0,0,0,1
2019,Hospitals,110863849,111835404,222699254,424.9,78.91,0,0,0,0,0,0,0,0,0,0,0,1
2020,Hospitals,112097849,113710446,225808295,393.3,79.01,0,0,0,0,0,0,0,0,0,0,0,1
2021,Hospitals,119790485,121708620,241499105,302.6,79.1,0,0,0,0,0,0,0,0,0,0,0,1
2022,Hospitals,126622812,128659317,255282129,289.9,79.17,0,0,0,0,0,0,0,0,0,0,0,1
2023,Hospitals,126676835,128773141,255449976,290.6,79.22,0,0,0,0,0,0,0,0,0,0,0,1
2003,Physicians,15708798,16035581,31744379,325.7,76.89,0,0,0,0,0,0,0,0,0,0,0,1
2004,Physicians,17697383,18007810,35705193,330.8,77.07,0,0,0,0,0,0,0,0,0,0,0,1
2005,Physicians,18634786,19049876,37684662,344.8,77.46,0,0,0,0,0,0,0,0,0,0,0,1
2006,Physicians,21390230,21818152,43208382,294.4,76.95,0,0,0,0,0,0,0,0,0,0,0,1
2007,Physicians,20269925,20722431,40992356,337.9,76.76,0,0,0,0,0,0,0,0,0,0,0,1
2008,Physicians,22522272,22974501,45496773,287.1,76.76,0,0,0,0,0,0,0,0,0,0,0,1
2009,Physicians,24917161,25488690,50405851,429.8,76.86,0,0,0,0,0,0,0,0,0,0,0,1
2010,Physicians,28812279,29459723,58272002,419.1,77.25,0,0,0,0,0,0,0,0,0,0,0,1
2011,Physicians,30062892,30713782,60776674,424.1,77.99,0,0,0,0,0,0,0,0,0,0,0,1
2012,Physicians,32577107,33272142,65849249,387.3,78.46,0,0,0,0,0,0,0,0,0,0,0,1
2013,Physicians,35008004,35574521,70582525,384.0,78.61,0,0,0,0,0,0,0,0,0,0,0,1
2014,Physicians,37755068,38478312,76233380,364.0,78.53,0,0,0,0,0,0,0,0,0,0,0,1
2015,Physicians,39812064,40611488,80423551,451.3,78.56,0,0,0,0,0,0,0,0,0,0,0,1
2016,Physicians,43751507,44523012,88274519,441.0,78.68,0,0,0,0,0,0,0,0,0,0,0,1
2017,Physicians,45766153,46623150,92389304,417.4,78.76,0,0,0,0,0,0,0,0,0,0,0,1
2018,Physicians,47339629,48267434,95607063,457.9,78.8,0,0,0,0,0,0,0,0,0,0,0,1
2019,Physicians,51322566,52364275,103686841,424.9,78.91,0,0,0,0,0,0,0,0,0,0,0,1
2020,Physicians,51299825,55122852,106422677,393.3,79.01,0,0,0,0,0,0,0,0,0,0,0,1
2021,Physicians,54510539,59500739,114011278,302.6,79.1,0,0,0,0,0,0,0,0,0,0,0,1
2022,Physicians,59207906,64604023,123811928,289.9,79.17,0,0,0,0,0,0,0,0,0,0,0,1
2023,Physicians,58667546,64256674,122924220,290.6,79.22,0,0,0,0,0,0,0,0,0,0,0,1
2003,Other Professionals,1465622,3395883,4861505,325.7,76.89,0,0,0,0,0,0,0,0,0,0,0,1
2004,Other Professionals,1551352,3509091,5060443,330.8,77.07,0,0,0,0,0,0,0,0,0,0,0,1
2005,Other Professionals,1726526,4437046,6163572,344.8,77.46,0,0,0,0,0,0,0,0,0,0,0,1
2006,Other Professionals,1761492,5479524,7241016,294.4,76.95,0,0,0,0,0,0,0,0,0,0,0,1
2007,Other Professionals,1725194,5228485,6953679,337.9,76.76,0,0,0,0,0,0,0,0,0,0,0,1
2008,Other Professionals,1896220,5376324,7272544,287.1,76.76,0,0,0,0,0,0,0,0,0,0,0,1
2009,Other Professionals,1944046,7185392,9129438,429.8,76.86,0,0,0,0,0,0,0,0,0,0,0,1
2010,Other Professionals,2114272,8354335,10468607,419.1,77.25,0,0,0,0,0,0,0,0,0,0,0,1
2011,Other Professionals,2280659,8202695,10483353,424.1,77.99,0,0,0,0,0,0,0,0,0,0,0,1
2012,Other Professionals,2267897,8008671,10276568,387.3,78.46,0,0,0,0,0,0,0,0,0,0,0,1
2013,Other Professionals,2291550,8172590,10464140,384.0,78.61,0,0,0,0,0,0,0,0,0,0,0,1
2014,Other Professionals,2562282,8070388,10632670,364.0,78.53,0,0,0,0,0,0,0,0,0,0,0,1
2015,Other Professionals,2629281,8394292,11023573,451.3,78.56,0,0,0,0,0,0,0,0,0,0,0,1
2016,Other Professionals,2951657,7189565,10141222,441.0,78.68,0,0,0,0,0,0,0,0,0,0,0,1
2017,Other Professionals,3120773,6929590,10050363,417.4,78.76,0,0,0,0,0,0,0,0,0,0,0,1
2018,Other Professionals,3264978,7404683,10669660,457.9,78.8,0,0,0,0,0,0,0,0,0,0,0,1
2019,Other Professionals,3639212,8176229,11815442,424.9,78.91,0,0,0,0,0,0,0,0,0,0,0,1
2020,Other Professionals,3241824,8722879,11964703,393.3,79.01,0,0,0,0,0,0,0,0,0,0,0,1
2021,Other Professionals,4111753,11190643,15302396,302.6,79.1,0,0,0,0,0,0,0,0,0,0,0,1
2022,Other Professionals,4625052,12671540,17296592,289.9,79.17,0,0,0,0,0,0,0,0,0,0,0,1
2023,Other Professionals,9229569,17567201,26796770,290.6,79.22,0,0,0,0,0,0,0,0,0,0,0,1
2003,Drugs,5095910,9041262,14137173,325.7,76.89,0,0,0,0,0,0,0,0,0,0,0,1
2004,Drugs,5859857,9762489,15622346,330.8,77.07,0,0,0,0,0,0,0,0,0,0,0,1
2005,Drugs,6508439,10741026,17249465,344.8,77.46,0,0,0,0,0,0,0,0,0,0,0,1
2006,Drugs,7175361,11462489,18637850,294.4,76.95,0,0,0,0,0,0,0,0,0,0,0,1
2007,Drugs,6965007,12065596,19030603,337.9,76.76,0,0,0,0,0,0,0,0,0,0,0,1
2008,Drugs,7642142,12425710,20067852,287.1,76.76,0,0,0,0,0,0,0,0,0,0,0,1
2009,Drugs,8062740,12899037,20961777,429.8,76.86,0,0,0,0,0,0,0,0,0,0,0,1
2010,Drugs,7807088,13046107,20853195,419.1,77.25,0,0,0,0,0,0,0,0,0,0,0,1
2011,Drugs,8548473,14072902,22621375,424.1,77.99,0,0,0,0,0,0,0,0,0,0,0,1
2012,Drugs,8819582,14365712,23185294,387.3,78.46,0,0,0,0,0,0,0,0,0,0,0,1
2013,Drugs,7903987,13259418,21163405,384.0,78.61,0,0,0,0,0,0,0,0,0,0,0,1
2014,Drugs,7919551,13381479,21301030,364.0,78.53,0,0,0,0,0,0,0,0,0,0,0,1
2015,Drugs,10433803,16898101,27331905,451.3,78.56,0,0,0,0,0,0,0,0,0,0,0,1
2016,Drugs,10322017,15994487,26316504,441.0,78.68,0,0,0,0,0,0,0,0,0,0,0,1
2017,Drugs,10261919,15851333,26113252,417.4,78.76,0,0,0,0,0,0,0,0,0,0,0,1
2018,Drugs,11509834,17282392,28792226,457.9,78.8,0,0,0,0,0,0,0,0,0,0,0,1
2019,Drugs,11654258,17967459,29621717,424.9,78.91,0,0,0,0,0,0,0,0,0,0,0,1
2020,Drugs,11500905,18144439,29645345,393.3,79.01,0,0,0,0,0,0,0,0,0,0,0,1
2021,Drugs,12388008,20412466,32800474,302.6,79.1,0,0,0,0,0,0,0,0,0,0,0,1
2022,Drugs,14091239,23275290,37366529,289.9,79.17,0,0,0,0,0,0,0,0,0,0,0,1
2023,Drugs,11560037,21094415,32654452,290.6,79.22,0,0,0,0,0,0,0,0,0,0,0,1
2003,Public Health,19051696,26909351,45961047,325.7,76.89,0,0,0,0,0,0,0,0,0,0,0,1
2004,Public Health,20333692,26795779,47129471,330.8,77.07,0,0,0,0,0,0,0,0,0,0,0,1
2005,Public Health,21340291,28680895,50021186,344.8,77.46,0,0,0,0,0,0,0,0,0,0,0,1
2006,Public Health,23579015,32945154,56524168,294.4,76.95,0,0,0,0,0,0,0,0,0,0,0,1
2007,Public Health,27502778,37762694,65265472,337.9,76.76,0,0,0,0,0,0,0,0,0,0,0,1
2008,Public Health,32959664,42169852,75129516,287.1,76.76,0,0,0,0,0,0,0,0,0,0,0,1
2009,Public Health,41194769,55079505,96274274,429.8,76.86,0,0,0,0,0,0,0,0,0,0,0,1
2010,Public Health,35020039,47656565,82676604,419.1,77.25,0,0,0,0,0,0,0,0,0,0,0,1
2011,Public Health,33091830,45965741,79057571,424.1,77.99,0,0,0,0,0,0,0,0,0,0,0,1
2012,Public Health,32435694,45814062,78249756,387.3,78.46,0,0,0,0,0,0,0,0,0,0,0,1
2013,Public Health,33675448,47219679,80895127,384.0,78.61,0,0,0,0,0,0,0,0,0,0,0,1
2014,Public Health,29915720,43712322,73628042,364.0,78.53,0,0,0,0,0,0,0,0,0,0,0,1
2015,Public Health,30227557,44289651,74517208,451.3,78.56,0,0,0,0,0,0,0,0,0,0,0,1
2016,Public Health,40468607,55101102,95569709,441.0,78.68,0,0,0,0,0,0,0,0,0,0,0,1
2017,Public Health,46183471,60813163,106996634,417.4,78.76,0,0,0,0,0,0,0,0,0,0,0,1
2018,Public Health,43979877,59700543,103680419,457.9,78.8,0,0,0,0,0,0,0,0,0,0,0,1
2019,Public Health,44504244,61073507,105577751,424.9,78.91,0,0,0,0,0,0,0,0,0,0,0,1
2020,Public Health,44592821,71073065,115665887,393.3,79.01,0,0,0,0,0,0,0,0,0,0,0,1
2021,Public Health,46438130,75329248,121767378,302.6,79.1,0,0,0,0,0,0,0,0,0,0,0,1
2022,Public Health,58227467,88968460,147195928,289.9,79.17,0,0,0,0,0,0,0,0,0,0,0,1
2023,Public Health,54253771,86135581,140389351,290.6,79.22,0,0,0,0,0,0,0,0,0,0,0,1
2003,Administration,2931010,5120478,8051488,325.7,76.89,0,0,0,0,0,0,0,0,0,0,0,1
2004,Administration,2926988,4894533,7821521,330.8,77.07,0,0,0,0,0,0,0,0,0,0,0,1
2005,Administration,3182727,9602171,12784898,344.8,77.46,0,0,0,0,0,0,0,0,0,0,0,1
2006,Administration,3518818,11356166,14874985,294.4,76.95,0,0,0,0,0,0,0,0,0,0,0,1
2007,Administration,3685874,11804709,15490584,337.9,76.76,0,0,0,0,0,0,0,0,0,0,0,1
2008,Administration,4182390,13392170,17574560,287.1,76.76,0,0,0,0,0,0,0,0,0,0,0,1
2009,Administration,5263714,9965796,15229510,429.8,76.86,0,0,0,0,0,0,0,0,0,0,0,1
2010,Administration,5425906,7453925,12879831,419.1,77.25,0,0,0,0,0,0,0,0,0,0,0,1
2011,Administration,5742711,7604306,13347017,424.1,77.99,0,0,0,0,0,0,0,0,0,0,0,1
2012,Administration,6516685,8360241,14876925,387.3,78.46,0,0,0,0,0,0,0,0,0,0,0,1
2013,Administration,8156775,9982824,18139599,384.0,78.61,0,0,0,0,0,0,0,0,0,0,0,1
2014,Administration,8182500,9564301,17746801,364.0,78.53,0,0,0,0,0,0,0,0,0,0,0,1
2015,Administration,8442479,9621197,18063676,451.3,78.56,0,0,0,0,0,0,0,0,0,0,0,1
2016,Administration,8726548,10021246,18747794,441.0,78.68,0,0,0,0,0,0,0,0,0,0,0,1
2017,Administration,9411756,10887641,20299397,417.4,78.76,0,0,0,0,0,0,0,0,0,0,0,1
2018,Administration,10603072,12958381,23561453,457.9,78.8,0,0,0,0,0,0,0,0,0,0,0,1
2019,Administration,11865765,16018154,27883919,424.9,78.91,0,0,0,0,0,0,0,0,0,0,0,1
2020,Administration,10949079,22048852,32997931,393.3,79.01,0,0,0,0,0,0,0,0,0,0,0,1
2021,Administration,12727937,29501230,42229167,302.6,79.1,0,0,0,0,0,0,0,0,0,0,0,1
2022,Administration,16502462,35991765,52494228,289.9,79.17,0,0,0,0,0,0,0,0,0,0,0,1
2023,Administration,17040030,37276689,54316719,290.6,79.22,0,0,0,0,0,0,0,0,0,0,0,1
2003,Other Health Spending: Net of HCC,11487649,14442540,25930189,325.7,76.89,0,0,0,0,0,0,0,0,0,0,0,1
2004,Other Health Spending: Net of HCC,12465656,15833188,28298844,330.8,77.07,0,0,0,0,0,0,0,0,0,0,0,1
2005,Other Health Spending: Net of HCC,13637925,17502642,31140568,344.8,77.46,0,0,0,0,0,0,0,0,0,0,0,1
2006,Other Health Spending: Net of HCC,12689747,20067907,32757654,294.4,76.95,0,0,0,0,0,0,0,0,0,0,0,1
2007,Other Health Spending: Net of HCC,16852121,21922235,38774357,337.9,76.76,0,0,0,0,0,0,0,0,0,0,0,1
2008,Other Health Spending: Net of HCC,19081636,23539271,42620908,287.1,76.76,0,0,0,0,0,0,0,0,0,0,0,1
2009,Other Health Spending: Net of HCC,20258306,28529732,48788038,429.8,76.86,0,0,0,0,0,0,0,0,0,0,0,1
2010,Other Health Spending: Net of HCC,22839470,32896720,55736191,419.1,77.25,0,0,0,0,0,0,0,0,0,0,0,1
2011,Other Health Spending: Net of HCC,24253847,34846932,59100779,424.1,77.99,0,0,0,0,0,0,0,0,0,0,0,1
2012,Other Health Spending: Net of HCC,25814201,37811927,63626128,387.3,78.46,0,0,0,0,0,0,0,0,0,0,0,1
2013,Other Health Spending: Net of HCC,21170550,39474815,60645366,384.0,78.61,0,0,0,0,0,0,0,0,0,0,0,1
2014,Other Health Spending: Net of HCC,21770606,41284611,63055216,364.0,78.53,0,0,0,0,0,0,0,0,0,0,0,1
2015,Other Health Spending: Net of HCC,22726718,43480943,66207661,451.3,78.56,0,0,0,0,0,0,0,0,0,0,0,1
2016,Other Health Spending: Net of HCC,22872005,45261995,68134000,441.0,78.68,0,0,0,0,0,0,0,0,0,0,0,1
2017,Other Health Spending: Net of HCC,24257811,49471892,73729703,417.4,78.76,0,0,0,0,0,0,0,0,0,0,0,1
2018,Other Health Spending: Net of HCC,25118413,52554267,77672680,457.9,78.8,0,0,0,0,0,0,0,0,0,0,0,1
2019,Other Health Spending: Net of HCC,25428328,55476068,80904395,424.9,78.91,0,0,0,0,0,0,0,0,0,0,0,1
2020,Other Health Spending: Net of HCC,23885103,59911682,83796785,393.3,79.01,0,0,0,0,0,0,0,0,0,0,0,1
2021,Other Health Spending: Net of HCC,26442344,65254161,91696505,302.6,79.1,0,0,0,0,0,0,0,0,0,0,0,1
2022,Other Health Spending: Net of HCC,30172281,71939572,102111853,289.9,79.17,0,0,0,0,0,0,0,0,0,0,0,1
2023,Other Health Spending: Net of HCC,29885573,72735851,102621424,290.6,79.22,0,0,0,0,0,0,0,0,0,0,0,1
2003,COVID-19 Response Funding,,,0,325.7,76.89,0,0,0,0,0,0,0,0,0,0,0,1
2004,COVID-19 Response Funding,,,0,330.8,77.07,0,0,0,0,0,0,0,0,0,0,0,1
2005,COVID-19 Response Funding,,,0,344.8,77.46,0,0,0,0,0,0,0,0,0,0,0,1
2006,COVID-19 Response Funding,,,0,294.4,76.95,0,0,0,0,0,0,0,0,0,0,0,1
2007,COVID-19 Response Funding,,,0,337.9,76.76,0,0,0,0,0,0,0,0,0,0,0,1
2008,COVID-19 Response Funding,,,0,287.1,76.76,0,0,0,0,0,0,0,0,0,0,0,1
2009,COVID-19 Response Funding,,,0,429.8,76.86,0,0,0,0,0,0,0,0,0,0,0,1
2010,COVID-19 Response Funding,,,0,419.1,77.25,0,0,0,0,0,0,0,0,0,0,0,1
2011,COVID-19 Response Funding,,,0,424.1,77.99,0,0,0,0,0,0,0,0,0,0,0,1
2012,COVID-19 Response Funding,,,0,387.3,78.46,0,0,0,0,0,0,0,0,0,0,0,1
2013,COVID-19 Response Funding,,,0,384.0,78.61,0,0,0,0,0,0,0,0,0,0,0,1
2014,COVID-19 Response Funding,,,0,364.0,78.53,0,0,0,0,0,0,0,0,0,0,0,1
2015,COVID-19 Response Funding,,,0,451.3,78.56,0,0,0,0,0,0,0,0,0,0,0,1
2016,COVID-19 Response Funding,,,0,441.0,78.68,0,0,0,0,0,0,0,0,0,0,0,1
2017,COVID-19 Response Funding,,,0,417.4,78.76,0,0,0,0,0,0,0,0,0,0,0,1
2018,COVID-19 Response Funding,,,0,457.9,78.8,0,0,0,0,0,0,0,0,0,0,0,1
2019,COVID-19 Response Funding,,,0,424.9,78.91,0,0,0,0,0,0,0,0,0,0,0,1
2020,COVID-19 Response Funding,32578830,49069140,81647970,393.3,79.01,0,0,0,0,0,0,0,0,0,0,0,1
2021,COVID-19 Response Funding,38280154,53198689,91478843,302.6,79.1,0,0,0,0,0,0,0,0,0,0,0,1
2022,COVID-19 Response Funding,9160468,12378338,21538806,289.9,79.17,0,0,0,0,0,0,0,0,0,0,0,1
2023,COVID-19 Response Funding,,,0,290.6,79.22,0,0,0,0,0,0,0,0,0,0,0,1
2003,Total,103847023,124001199,227848222,325.7,76.89,0,0,0,0,0,0,0,0,0,0,0,1
2004,Total,113282317,132028565,245310881,330.8,77.07,0,0,0,0,0,0,0,0,0,0,0,1
2005,Total,122660569,148765309,271425878,344.8,77.46,0,0,0,0,0,0,0,0,0,0,0,1
